schoolCode,schoolname,mgmt,type,classL,classH
27031012101,Z.P. PRI. SCH. PIMPALGAON PIMPRI,Zilla Parishad,1_Primary,1,4
27031012201,Z.P. PRI. SCH. TORNALE,Zilla Parishad,1_Primary,1,4
27031012203,Z.P. PRI. SCH. JUNONE,Zilla Parishad,1_Primary,1,4
27031012301,Z.P. PRI. SCH. TORNALE TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031012302,Z.P. PRI. SCH. VASANT NAGAR,Zilla Parishad,2_Primary with Upper Primary,1,5
27031012401,Z.P. PRI. SCH. KALKHEDE,Zilla Parishad,1_Primary,1,4
27031012501,Z.P. PRI. SCH. MOYKHEDE DIGAR,Zilla Parishad,2_Primary with Upper Primary,1,7
27031012601,Z.P. PRI. SCH. NAGAN KH.,Zilla Parishad,1_Primary,1,4
27031012701,Z.P. PRI. SCH. NAGAN TANDA,Zilla Parishad,1_Primary,1,4
27031012801,Z.P. PRI. SCH. PATKHEDE,Zilla Parishad,1_Primary,1,4
27031012901,Z.P. PRI. SCH. SARGAON,Zilla Parishad,1_Primary,1,4
27031013001,Z.P. PRI. SCH. TIGHRE WADGAON,Zilla Parishad,1_Primary,1,4
27031013101,Z.P. PRI. SCH. WADGAON TIGHRE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031013201,Z.P. PRI. SCH. (MARATHI) WAGHARI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031013202,Z.P. PRI. SCH. (URDU) WAGHARI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031013301,Z.P. PRI. SCH. CHINCHKHEDE T.W.,Zilla Parishad,2_Primary with Upper Primary,1,5
27031013401,Z.P. PRI. SCH. GORADKHEDE,Zilla Parishad,1_Primary,1,4
27031013501,Z.P. PRI. SCH. HIWARKHEDE T.W.,Zilla Parishad,1_Primary,1,4
27031013601,Z.P. PRI. SCH. KARNA FATA,Zilla Parishad,1_Primary,1,4
27031013701,Z.P. PRI. SCH. KASALI,Zilla Parishad,1_Primary,1,4
27031013801,Z.P. PRI. SCH. LONI,Zilla Parishad,1_Primary,1,4
27031013901,Z.P. PRI. SCH. MADNI,Zilla Parishad,1_Primary,1,4
27031014001,Z.P. PRI. SCH. RAHERE,Zilla Parishad,1_Primary,1,4
27031014101,Z.P. PRI. SCH. SHENGOLE,Zilla Parishad,1_Primary,1,4
27031014201,Z.P. PRI. SCH. WADGAON SADDO,Zilla Parishad,1_Primary,1,4
27031014301,Z.P. PRI. SCH. (MARATHI) WAKADI,Zilla Parishad,1_Primary,1,4
27031014302,Z.P. PRI. SCH. (URDU) WAKADI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031014401,Z.P. PRI. SCH. HARINAGAR,Zilla Parishad,1_Primary,1,4
27031014501,Z.P. PRI. SCH. JAMBHOL,Zilla Parishad,2_Primary with Upper Primary,1,7
27031014601,Z.P. PRI. SCH. KUMBHARI KH.,Zilla Parishad,2_Primary with Upper Primary,1,5
27031014701,Z.P. PRI. SCH. PIMPALGAON BK.,Zilla Parishad,2_Primary with Upper Primary,1,7
27031014801,Z.P. PRI. SCH. PIMPALGAON TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031015001,Z.P. PRI. SCH. WADALI DIGAR,Zilla Parishad,1_Primary,1,4
27031015101,Z.P. PRI. SCH. WADGAON BK,Zilla Parishad,1_Primary,1,4
27031015102,Z.P.PRI.SCH. PIMPALGAON KH.,Zilla Parishad,1_Primary,1,4
27031015201,Z.P. PRI. SCH. (MARATHI) WAKOD,Zilla Parishad,1_Primary,1,4
27031015202,Z.P. PRI. SCH. (URDU) WAKOD,Zilla Parishad,2_Primary with Upper Primary,1,5
27031015204,Z.P.PRI.SCH.WAKOD WADI,Zilla Parishad,1_Primary,1,4
27031100101,Z.P. BOYS SCH. ANTURLI,Zilla Parishad,1_Primary,1,4
27031100102,Z.P.GIRLS SCH. ANTURLI,Zilla Parishad,1_Primary,1,4
27031100103,Z.P.URDU  SCH. ANTURLI,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031100201,Z.P. SCH. BELKHEDE,Zilla Parishad,1_Primary,1,4
27031100301,Z.P. SCH. BHOKARI,Zilla Parishad,1_Primary,1,4
27031100401,Z.P. SCH.DHAMANDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031100501,Z.P. SCH. LOHARKHEDE,Zilla Parishad,1_Primary,1,4
27031100601,Z.P. SCH. NARVEL,Zilla Parishad,1_Primary,1,4
27031100701,Z.P. SCH. PATONDI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031100801,Z.P. SCH. PIMPRI BHOJNALO,Zilla Parishad,1_Primary,1,4
27031100901,CENTRAL SCH. GHODASGAON JUNE,Zilla Parishad,1_Primary,1,4
27031100902,Z.P. SCH.GHODASGAON NAVE,Zilla Parishad,1_Primary,1,4
27031100905,Z.P.SCH GHODASGAON PUNARVASAN,Zilla Parishad,1_Primary,1,4
27031101001,Z.P. SCH.BHANDGURE,Zilla Parishad,1_Primary,1,4
27031101101,Z.P. SCH.CHIKHALI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031101102,Z.P.SCH.CHIKHALI URDU,Zilla Parishad,1_Primary,1,4
27031101201,Z.P. SCH. DHORMAL,Zilla Parishad,1_Primary,1,4
27031101301,Z.P. SCH. KUND,Zilla Parishad,1_Primary,1,4
27031101401,Z.P. SCH. MANYARKHEDE,Zilla Parishad,1_Primary,1,4
27031101501,Z.P. SCH.PIMPRI AKA,Zilla Parishad,1_Primary,1,4
27031101502,Z.P. URDU SCH PIMPRI AKA,Zilla Parishad,1_Primary,1,4
27031101601,Z.P. SCH. RUIKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031101603,Z.P.URDU SCHOOL RUIKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,6
27031101701,Z.P. SCH. TARODA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031101801,CENTRAL  SCH. HARTALE,Zilla Parishad,1_Primary,1,4
27031101802,Z.P. URDU SCH. HARTALE,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031101901,Z.P. BOYS SCH. CHANGDEV,Zilla Parishad,1_Primary,1,4
27031101902,Z.P. GIRLS SCH. CHANGDEV,Zilla Parishad,1_Primary,1,4
27031102001,Z.P.MAR. SCH. CHINCOL,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031102201,Z.P. SCH. MANEGAON,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031102301,Z.P. SCH.MALEGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27031102401,Z.P. SCH. MEN MEHUN,Zilla Parishad,1_Primary,1,4
27031102402,Z.P. SCH. MEHUN KASA,Zilla Parishad,1_Primary,1,4
27031102501,Z.P. SCH.VADHAVE,Zilla Parishad,1_Primary,1,4
27031102601,Z.P. CENTRAL SCH. KURHA,Zilla Parishad,1_Primary,1,4
27031102602,Z.P. GIRLS SCH. KURHA,Zilla Parishad,1_Primary,1,4
27031102603,Z.P. URDU SCH.KURHA,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031102701,Z.P. SCH. BODWAD,Zilla Parishad,1_Primary,1,4
27031102801,Z.P. SCH. BHOTA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031102901,Z.P. SCH. DHAMANGAON,Zilla Parishad,2_Primary with Upper Primary,1,6
27031103001,Z.P. SCH. KORHALA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031103101,Z.P. SCH. MORZIRA,Zilla Parishad,2_Primary with Upper Primary,1,6
27031103201,Z.P. SCH. PIMPRALA,Zilla Parishad,1_Primary,1,4
27031103301,Z.P. SCH. THEROLA,Zilla Parishad,1_Primary,1,4
27031103401,Z.P. CENTRAL SCH.,Zilla Parishad,2_Primary with Upper Primary,1,7
27031103402,Z.P. BOYS SCH. NO.2 ,Zilla Parishad,1_Primary,1,4
27031103403,Z.P. GIRLS SCH.,Zilla Parishad,2_Primary with Upper Primary,1,7
27031103404,Z.P. URDU SCH.NO.1,Zilla Parishad,2_Primary with Upper Primary,1,7
27031103405,Z.P. URDU SCH.NO.2,Zilla Parishad,2_Primary with Upper Primary,1,7
27031103406,Z.P. URDU GIRLS SCH.,Zilla Parishad,2_Primary with Upper Primary,1,7
27031103413,Z.P. URDU GIRLS SCH. NO.2,Zilla Parishad,2_Primary with Upper Primary,1,7
27031103501,Z.P.SCH. KOTHALI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031103601,Z.P. SCH. NIMKHEDI KH,Zilla Parishad,1_Primary,1,4
27031103701,Z.P. SCH.SALABARDI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031103801,Z.P. SCH. SAROLA,Zilla Parishad,1_Primary,1,4
27031103901,Z.P. SCH. SATOD,Zilla Parishad,2_Primary with Upper Primary,1,5
27031104001,Z.P. SCH. NIMKHEDI BK.,Zilla Parishad,2_Primary with Upper Primary,1,7
27031104101,Z.P. SCH. CHARTHANA,Zilla Parishad,1_Primary,1,4
27031104103,Z.P. SCH. MADHAPURI CHARTHANA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031104201,Z.P. SCH. CHINCHKHEDE BK.,Zilla Parishad,2_Primary with Upper Primary,1,7
27031104202,Z.P. SCH.CHINCHKHEDE NAVE,Zilla Parishad,1_Primary,1,4
27031104301,Z.P. SCH. DOLARKHEDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031104401,Z.P. SCH.ICHAAPUR,Zilla Parishad,1_Primary,1,4
27031104501,Z.P. SCH. MAHALKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031104601,Z.P. SCH. NANDWEL,Zilla Parishad,1_Primary,1,4
27031104701,Z.P. SCH.TAKLI,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031104801,Z.P. SCH. WAYLA,Zilla Parishad,1_Primary,1,4
27031104901,CENTRAL SCH. PARMBI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031104903,Z.P.PRI RAJUR PADA VASTI,Zilla Parishad,1_Primary,1,4
27031105001,Z.P. SCH. BORKHEDA JUNE,Zilla Parishad,2_Primary with Upper Primary,1,6
27031105002,Z.P. SCH. BORKHEDA NAVE,Zilla Parishad,1_Primary,1,4
27031105101,Z.P. SCH. HIVRA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031105201,Z.P. SCH. JODHANKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031105301,Z.P. SCH. KAKODA,Zilla Parishad,1_Primary,1,4
27031105302,Z.P. SCH. AHILANAGAR KAKODA ,Zilla Parishad,1_Primary,1,4
27031105401,Z.P. SCH. RAJURA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031105502,Z.P. SCH. TALKHEDA NAVE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031105601,Z.P. SCH. UMRE,Zilla Parishad,1_Primary,1,4
27031105701,CENTRAL  SCH.  PIMRI NANDU,Zilla Parishad,2_Primary with Upper Primary,1,7
27031105801,Z.P. SCH. BELSWADI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031105802,Z.P. URDU SCH. BELSWADI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031105901,Z.P. SCH. DHABE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031106001,Z.P. SCH. KARKI,Zilla Parishad,1_Primary,1,4
27031106003,Z.P.SCHOOL RAMGAD VASTI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031106101,Z.P. SCH.KOTHA,Zilla Parishad,1_Primary,1,4
27031106201,Z.P. SCH.NAYGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27031106301,Z.P. SCH. PIMPRI PANCHAM,Zilla Parishad,1_Primary,1,4
27031106401,Z.P. CENTRAL SCH. UCHANDE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031106403,Z.P. URDU SCH. UCHANDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031106501,Z.P. SCH. DUI,Zilla Parishad,1_Primary,1,4
27031106601,Z.P. SCH. KHAMKHEDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031106701,Z.P. SCH. MELSANGAVE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031106801,Z.P. SCH. MENDHOLDE,Zilla Parishad,1_Primary,1,4
27031106901,Z.P. SCH.MUNDHOLDE,Zilla Parishad,1_Primary,1,4
27031107001,Z.P. SCH.PANCHANE,Zilla Parishad,1_Primary,1,4
27031107101,Z.P. SCH. PURANAD,Zilla Parishad,1_Primary,1,4
27031107102,Z.P.SCHOOL PURNAD VASTI,Zilla Parishad,1_Primary,1,4
27031107201,Z.P. SCH.SHEMALDE,Zilla Parishad,1_Primary,1,4
27031107301,Z.P. SCH.SUKLI,Zilla Parishad,2_Primary with Upper Primary,1,6
27031107401,CENTRAL  SCH. VADHODE,Zilla Parishad,1_Primary,1,4
27031107402,Z.P. URDU SCH. VADHODE,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031107404,Z.P SCHOOL PAWARIWADW DHULE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031107405,Z.P SCHOOL NAVANATH NAGAR VADHODE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031107501,Z.P. SCH.CHINCHKHEDE KH,Zilla Parishad,1_Primary,1,4
27031107601,Z.P. SCH. DHULE,Zilla Parishad,1_Primary,1,4
27031107701,Z.P. SCH. HALKHEDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031107702,Z.P. SCH. LALGOTA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031107801,Z.P. SCH. RIGAON,Zilla Parishad,1_Primary,1,4
27031107901,Z.P. SCH.SULE,Zilla Parishad,1_Primary,1,4
27031200101,Z. P. MAR SCH.ANTURLI BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27031200201,Z. P. URDU SCH.ANTURLI KH,Zilla Parishad,2_Primary with Upper Primary,1,5
27031200301,Z. P. MAR SCH. BALAD BK,Zilla Parishad,1_Primary,1,4
27031200303,Z. P. URDU SCH.BALAD BK,Zilla Parishad,2_Primary with Upper Primary,1,5
27031200401,Z. P. MAR SCH. BAMBRUD KH,Zilla Parishad,1_Primary,1,4
27031200501,Z. P. MAR SCH. GALAN BK,Zilla Parishad,1_Primary,1,4
27031200601,Z. P. MAR SCH. GALAN KH,Zilla Parishad,1_Primary,1,4
27031200801,Z. P. MAR SCH. LOHTAR,Zilla Parishad,1_Primary,1,4
27031200901,Z. P. MAR SCH. NACHANKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031201001,Z. P. MAR SCH. WADGAON KH,Zilla Parishad,2_Primary with Upper Primary,1,7
27031201101,Z. P. MAR SCH. VISHNUNAGAR PACHORA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031201201,Z. P. MAR SCH. ANTURLI KH,Zilla Parishad,1_Primary,1,4
27031201301,Z. P. KENDRA SCH. BHATKHANDE,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031201302,"Z.P.NEW PRI.SCHOOL,NAVEGAON BHATKHANDE",Zilla Parishad,2_Primary with Upper Primary,1,5
27031201401,Z. P. MAR SCH. GORADKHEDE BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27031201501,Z. P. URDU SCH. GORADKHEDDA KH,Zilla Parishad,2_Primary with Upper Primary,1,5
27031201601,Z. P. MAR SCH. OZAR ,Zilla Parishad,2_Primary with Upper Primary,1,7
27031201701,Z. P. MAR BOYS SCH. NO. 1PACHORA,Zilla Parishad,1_Primary,1,4
27031201703,Z. P. MAR BOYS SCH. NO. 3 PACHORA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031201704,Z. P. MAR GIRLS SCH. NO. 1PACHORA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031201705,Z. P. MAR GIRLS SCH. NO. 2PACHORA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031201706,Z. P. MAR KRUSHNAPURI PACHORA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031201707,Z. P. MAR KRUSHNARAVKAR PACHORA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031201709,Z. P. URDU GIRLS SCH.PACHORA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031201710,Z. P. URDU BOYS SCH.PACHORA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031201801,Z. P. MAR SCH. PUNGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27031201802,Z.P.NEW PRI.SCH.MANDKI PUNGAON,Zilla Parishad,1_Primary,1,4
27031201803,Z.P.NEW PRI.SCH.RAJIVGANDHI NAGAR PUNGAON,Zilla Parishad,1_Primary,1,4
27031201901,Z. P. MAR SCH. DOKALKHEDE,Zilla Parishad,1_Primary,1,4
27031202001,Z. P. MAR SCH. DAHIGAON SANT,Zilla Parishad,1_Primary,1,4
27031202101,Z. P. MAR SCH. KURANGI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031202103,Z. P. URDU SCH. KURANGI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031202201,Z. P. MAR SCH. MAHIJI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031202202,Z. P.URDU SCH. MAHIJI,Zilla Parishad,1_Primary,1,4
27031202301,Z. P. MAR SCH. NANDRA,Zilla Parishad,1_Primary,1,4
27031202401,Z. P. MAR SCH. WARSADE P B,Zilla Parishad,1_Primary,1,4
27031202501,Z. P. MAR SCH.KURHAD KH,Zilla Parishad,2_Primary with Upper Primary,1,7
27031202502,Z. P. URDU SCH.KURHAD KH,Zilla Parishad,2_Primary with Upper Primary,1,7
27031202601,Z. P. MAR SCH. KURHAD BK,Zilla Parishad,1_Primary,1,4
27031202701,Z. P. MAR SCH. KURHAD BK TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031202801,Z. P. MAR SCH. KOKDI TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031202901,Z.P.NEW SCH.LAKHTANDA,Zilla Parishad,1_Primary,1,4
27031203101,Z. P. MAR SCH. WADGAON AMBE BK,Zilla Parishad,1_Primary,1,4
27031203301,Z. P. MAR SCH. WADGAON JOGE,Zilla Parishad,1_Primary,1,4
27031203401,Z. P. MAR SCH. SANGAVI P L,Zilla Parishad,1_Primary,1,4
27031203501,Z. P. MAR SCH. NAIK NAGAR,Zilla Parishad,2_Primary with Upper Primary,1,7
27031203701,Z. P. MAR SCH. BILDI,Zilla Parishad,1_Primary,1,4
27031203801,Z. P. MAR SCH. DUSKHEDE,Zilla Parishad,1_Primary,1,4
27031203901,Z. P. MAR SCH. KHEDGAON NANDI,Zilla Parishad,1_Primary,1,4
27031204001,Z. P. MAR SCH.MOHADI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031204101,Z. P. MAR SCH. PARDHADE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031204201,Z. P. MAR SCH. SAJGAON,Zilla Parishad,1_Primary,1,4
27031204301,Z. P. MAR SCH. WADGAON BK,Zilla Parishad,1_Primary,1,4
27031204401,Z. P. MAR SCH. WADGAON TEK,Zilla Parishad,1_Primary,1,4
27031204601,Z. P. MAR SCH. WERULI BK,Zilla Parishad,1_Primary,1,4
27031204701,Z. P. MAR SCH. WERULI KH,Zilla Parishad,1_Primary,1,4
27031204801,Z. P. MAR SCH. (BOYS) KALAMSARE,Zilla Parishad,1_Primary,1,4
27031204802,Z. P. MAR SCH. (GIRLS) KALAMSARE,Zilla Parishad,1_Primary,1,4
27031204804,Z.P.NEW MAR.SCH.KUMBHARKHAN KALAMSARE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031204901,Z. P. MAR SCH. KASAMPURA,Zilla Parishad,1_Primary,1,4
27031204903,Z.P.NEW PRI.SCH KASAMPURA,Zilla Parishad,1_Primary,1,4
27031205001,Z. P. MAR SCH.(BOYS) LOHARA,Zilla Parishad,1_Primary,1,4
27031205002,Z. P. MAR SCH. (GIRLS) LOHARA,Zilla Parishad,1_Primary,1,4
27031205003,Z. P. URDU SCH. LOHARA,Zilla Parishad,2_Primary with Upper Primary,1,7
27031205101,Z. P. MAR SCH. MHASAS,Zilla Parishad,2_Primary with Upper Primary,1,7
27031205301,Z. P. MAR SCH. SHAHAPURA,Zilla Parishad,1_Primary,1,4
27031205401,Z. P. MAR SCH. CHUNCHALE,Zilla Parishad,1_Primary,1,4
27031205402,Z.P.NEW AAHILYABAINAGAR CHUNCHALE,Zilla Parishad,1_Primary,1,4
27031205501,Z. P. MAR SCH. GHUSARDI,Zilla Parishad,1_Primary,1,4
27031205601,Z. P. MAR SCH. HOL,Zilla Parishad,2_Primary with Upper Primary,1,5
27031205701,Z.P.NEW PRI.SCH.MOHLITANDA MOHLAI TANDA,Zilla Parishad,1_Primary,1,4
27031205801,Z. P. MAR SCH. (BOYS) NAGARDEOLA,Zilla Parishad,1_Primary,1,4
27031205802,Z. P. MAR SCH.(GIRLS) NAGARDEOLA,Zilla Parishad,1_Primary,1,4
27031205803,Z. P. URDU SCH. NAGARDEOLA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031205807,Z.P.NEW SCH.BHILLVASTI NAGARDEOLA,Zilla Parishad,1_Primary,1,4
27031205808,Z.P.NEW SCH.BHOIVASTI NAGARDEOLA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031205901,Z. P. MAR SCH. NAGARDEOLA SIM,Zilla Parishad,2_Primary with Upper Primary,1,5
27031206001,Z. P. MAR SCH. NIPANE,Zilla Parishad,1_Primary,1,4
27031206101,Z. P. MAR SCH. PIMPLAGAON KH,Zilla Parishad,1_Primary,1,4
27031206201,Z. P. MAR SCH. SANGAMESHWAR,Zilla Parishad,1_Primary,1,4
27031206301,Z. P. MAR SCH. SANGAVI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031206401,Z. P. MAR SCH. TAKLI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031206501,Z. P. MAR SCH. AKHATWADE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031206502,Z. P. URDU SCH. AKHATWADE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031206601,Z. P. MAR SCH. BADARKHE,Zilla Parishad,1_Primary,1,4
27031206701,Z. P. MAR SCH. BHADALI,Zilla Parishad,1_Primary,1,4
27031206801,Z. P. MAR SCH. BHORTEK,Zilla Parishad,1_Primary,1,4
27031206901,Z. P. MAR SCH. DIGHI,Zilla Parishad,1_Primary,1,4
27031207001,Z. P. MAR SCH. KHAJOLE,Zilla Parishad,1_Primary,1,4
27031207101,Z. P. MAR SCH. NERI,Zilla Parishad,1_Primary,1,4
27031207201,Z. P. MAR SCH. PIMPRI BK KAJ,Zilla Parishad,1_Primary,1,4
27031207301,Z. P. MAR SCH. SARVE BK,Zilla Parishad,1_Primary,1,4
27031207601,Z. P. MAR SCH. ATALGAVHAN,Zilla Parishad,2_Primary with Upper Primary,1,6
27031207701,Z. P. MAR SCH. BHOJE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031207801,Z. P. MAR SCH. CHINCHPURE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031207901,Z. P. MAR SCH. DAMBHURNI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031208001,Z. P. MAR SCH. KOLHE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031208101,Z. P. MAR SCH.(BOYS NO. 1) PIMPLGAON HARE,Zilla Parishad,1_Primary,1,4
27031208102,Z. P. MAR SCH.(BOYS NO. 2) PIMPLGAON HARE,Zilla Parishad,1_Primary,1,4
27031208103,Z. P. MAR SCH.(GIRLS) PIMPLGAON HARE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031208104,Z. P. MAR SCH (TANDA) PIMPLGAON HARE,Zilla Parishad,1_Primary,1,4
27031208105,Z. P. URDU SCH PIMPLGAON HARE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031208201,Z. P. MAR SCH PIMPRI BK,Zilla Parishad,2_Primary with Upper Primary,1,7
27031208301,Z. P. MAR SCH WADGAON KADE,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031208401,Z. P. MAR SCH WARSADE TANDA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031208501,Z. P. MAR SCH ASANKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031208601,Z. P. MAR SCH BAMBRUD RANI,Zilla Parishad,1_Primary,1,4
27031208602,Z. P. URDU SCH BAMBRUD RANI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031208701,Z. P. MAR SCH HADSAN,Zilla Parishad,1_Primary,1,4
27031208801,Z. P. MAR SCH LASGAON ,Zilla Parishad,2_Primary with Upper Primary,1,7
27031208802,Z. P. URDU SCH LASGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27031208901,Z. P. MAR SCH PAHAN,Zilla Parishad,2_Primary with Upper Primary,1,5
27031209001,Z. P. MAR SCH SAMNER,Zilla Parishad,1_Primary,1,4
27031209101,Z. P. MAR SCH WADGAON,Zilla Parishad,1_Primary,1,4
27031209201,Z. P. MAR SCH CHINCHKHEDE BK,Zilla Parishad,2_Primary with Upper Primary,1,5
27031209301,Z. P. MAR SCH CHINCHKHEDE KH,Zilla Parishad,2_Primary with Upper Primary,1,5
27031209401,Z. P. MAR SCH DONGARGAON ,Zilla Parishad,2_Primary with Upper Primary,1,5
27031209501,Z. P. MAR SCH JARGAON,Zilla Parishad,1_Primary,1,4
27031209601,Z. P. MAR SCH KHADAKDEVALE BK,Zilla Parishad,1_Primary,1,4
27031209603,Z.P.NEW PRI.SCH. KHADAKDEVALE BK,Zilla Parishad,1_Primary,1,4
27031209701,Z. P. MAR SCH KHADAKDEVALE KH,Zilla Parishad,1_Primary,1,4
27031209801,Z. P. MAR SCH SAROLE BK,Zilla Parishad,2_Primary with Upper Primary,1,5
27031209901,Z. P. MAR SCH SAROLE KH,Zilla Parishad,1_Primary,1,4
27031210001,Z. P. MAR SCH TARKHEDE BK,Zilla Parishad,1_Primary,1,4
27031210101,Z. P. MAR SCH TARKHEDE KH,Zilla Parishad,1_Primary,1,4
27031210102,Z.P.NEW SCH HANUMANNAGAR TARKHEDE KH,Zilla Parishad,1_Primary,1,4
27031210201,Z. P. MAR SCH WAGHULKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031210301,Z. P. MAR SCH ARVE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031210401,Z. P.URDU SCH BHOKARI,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031210501,Z. P. MAR SCH JAMNE,Zilla Parishad,1_Primary,1,4
27031210601,Z. P. MAR SCH LASURE,Zilla Parishad,1_Primary,1,4
27031210701,Z. P. MAR SCH LOHARI BK,Zilla Parishad,1_Primary,1,4
27031210702,Z. P. URDU SCH LOHARI BK,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031210801,Z. P.URDU SCH LOHARI KH,Zilla Parishad,1_Primary,1,4
27031210802,Z.P.NEW PRI.SCH LOHARI KH,Zilla Parishad,1_Primary,1,4
27031210901,Z. P. MAR SCH RAJURI BK,Zilla Parishad,1_Primary,1,4
27031211001,Z. P. MAR SCH SAVKHEDE BK,Zilla Parishad,1_Primary,1,4
27031211101,Z. P. MAR SCH SAVKHEDE KH,Zilla Parishad,1_Primary,1,4
27031211201,Z. P. MAR SCH. SARVE ,Zilla Parishad,2_Primary with Upper Primary,1,5
27031211301,Z. P. MAR SCH. WARKHEDI,Zilla Parishad,1_Primary,1,4
27031211401,Z. P. MAR SCH. GAHULE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031211501,Z. P. MAR SCH. NIMBHORI BK,Zilla Parishad,1_Primary,1,4
