schoolCode,schoolname,mgmt,type,classL,classH
27031411801,Z.P. SCH. MOHGAN,Zilla Parishad,1_Primary,1,4
27031411901,Z.P. SCH. PIMPRI,Zilla Parishad,1_Primary,1,4
27031411902,Z.P. SCH. MANGRUL,Zilla Parishad,1_Primary,1,4
27031411905,Z.P. SCH. PATSARI,Zilla Parishad,1_Primary,1,4
27031411906,Z.P. SCH. DANGODA,Zilla Parishad,1_Primary,1,4
27031412001,Z.P. PRI. SCH.TAMASWADI,Zilla Parishad,1_Primary,1,4
27031500101,Z.P.KENDRA SCH. ANJALE,Zilla Parishad,1_Primary,1,4
27031500201,Z.P.SCH. BORAWAL BK.,Zilla Parishad,2_Primary with Upper Primary,1,5
27031500301,Z.P.SCH. BORAWAL KH.,Zilla Parishad,2_Primary with Upper Primary,1,7
27031500401,Z.P.SCH. BHALSHIV,Zilla Parishad,2_Primary with Upper Primary,1,5
27031500402,Z.P. SCH. TEMBHIKURAN,Zilla Parishad,1_Primary,1,4
27031500501,Z.P.SCH. NIMGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27031500601,Z.P.SCH. PIMPRI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031500701,Z.P.SCH. RAJORE,Zilla Parishad,1_Primary,1,4
27031500801,Z.P.SCH. SANGVI KH.,Zilla Parishad,1_Primary,1,4
27031500901,Z.P.SCH. TAKARKHEDE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031501101,Z.P.SCH. WAGHLUD,Zilla Parishad,1_Primary,1,4
27031501201,Z.P. SCH. AMODE,Zilla Parishad,1_Primary,1,4
27031501202,Z.P. URDU SCH. AMODE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031501203,Z.P. S.K. SCH. AMODE,Zilla Parishad,1_Primary,1,4
27031501301,Z.P. BOYS SCH. BAMNOD,Zilla Parishad,1_Primary,1,4
27031501303,URDU SCH. BAMNOD,Zilla Parishad,2_Primary with Upper Primary,1,5
27031501401,Z.P. MAR. SCH. BHALOD,Zilla Parishad,1_Primary,1,4
27031501402,Z.P. URDU SCH. BHALOD,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031501501,Z.P. SCH. CHIKHALI BK.,Zilla Parishad,1_Primary,1,4
27031501601,Z.P. SCH. CHIKHALI KHU.,Zilla Parishad,1_Primary,1,4
27031501701,Z.P. SCH. MHAISWADI,Zilla Parishad,1_Primary,1,4
27031501801,Z.P. SCH. PIMPRUD,Zilla Parishad,2_Primary with Upper Primary,1,7
27031501901,Z.P. SCH. VADHODE P.SAWDA,Zilla Parishad,1_Primary,1,4
27031502001,Z.P. SCH. VIRODE,Zilla Parishad,1_Primary,1,4
27031502101,Z.P. SCH. DAHIGAON,Zilla Parishad,1_Primary,1,4
27031502103,Z.P.URDU SCH  DAHIGAON,Zilla Parishad,2_Primary with Upper Primary,1,5
27031502201,Z.P. SCH. HARIPURA,Zilla Parishad,1_Primary,1,4
27031502203,Z.P. SCH. AMBAPANI,Zilla Parishad,1_Primary,1,4
27031502301,Z.P. MAR. SCH. KORPAWALI,Zilla Parishad,1_Primary,1,4
27031502302,Z.P. URDU SCH. KORPAWALI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031502401,Z.P. PRI. SCH. MAHELKHEDI,Zilla Parishad,1_Primary,1,4
27031502501,Z.P. PRI. SCH. MOHARALA,Zilla Parishad,1_Primary,1,4
27031502503,Z.P. SCH. JAMUNZIRA,Zilla Parishad,1_Primary,1,4
27031502504,Z.P. SCH. PANDHARI VASTI,Zilla Parishad,1_Primary,1,4
27031502601,Z.P. MAR. SCH. NAVARE,Zilla Parishad,1_Primary,1,4
27031502701,Z.P. MAR. SCH. SAWKHEDE,Zilla Parishad,1_Primary,1,4
27031502702,Z.P. MAR. SCH. NAGADEVI,Zilla Parishad,1_Primary,1,4
27031502703,Z.P. MAR. SCH. TEMBHRUNBARI,Zilla Parishad,1_Primary,1,4
27031502704,Z P LASUNIBARDI,Zilla Parishad,1_Primary,1,4
27031502801,Z.P. MAR. SCH. WADHODA P. YAWAL,Zilla Parishad,1_Primary,1,4
27031502901,Z.P. MAR. SCH.  CHINCHOLI,Zilla Parishad,1_Primary,1,4
27031503001,Z.P. MAR. BOYS SCH. DAMBHURNI,Zilla Parishad,1_Primary,1,4
27031503101,Z.P. SCH. DONGAON,Zilla Parishad,1_Primary,1,4
27031503201,Z.P. MAR. SCH. KOLNHAVI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031503301,Z.P. SCH. PATHARALE,Zilla Parishad,1_Primary,1,4
27031503401,Z.P. SCH. SIRAGAD,Zilla Parishad,1_Primary,1,4
27031503501,Z.P. SCH. UNTAWAD,Zilla Parishad,2_Primary with Upper Primary,1,7
27031503602,Z P URDU BOYS NO. 1 SCH FAIZPUR,Zilla Parishad,2_Primary with Upper Primary,1,7
27031503603,Z P MAR. BOYS NO. 2 SCH FAIZPUR,Zilla Parishad,2_Primary with Upper Primary,1,7
27031503604,Z P MAR. GIRLS NO. 1 SCH FAIZPUR,Zilla Parishad,1_Primary,1,4
27031503606,Z P URDU GIRLS SCH. FAIZPUR,Zilla Parishad,2_Primary with Upper Primary,1,7
27031503607,Z P URDU BOYS NO.2 SCH FAIZPUR,Zilla Parishad,1_Primary,1,4
27031503608,Z P URDU BOYS NO. 3 SCH FAIZPUR,Zilla Parishad,2_Primary with Upper Primary,1,7
27031503618,Z P URDU GIRLS SCH. NO.2 FAIZPUR,Zilla Parishad,2_Primary with Upper Primary,1,7
27031503701,Z P URDU BOYS. NO.1 MARUL,Zilla Parishad,1_Primary,1,4
27031503702,Z P URDU GIRLS MARUL,Zilla Parishad,1_Primary,1,4
27031503703,Z.P. MAR. SCH. MARUL,Zilla Parishad,2_Primary with Upper Primary,1,5
27031503704,Z P URDU BOYS. NO. 2 MARUL,Zilla Parishad,1_Primary,1,4
27031503707,Z.P. SCH. CHARMALI,Zilla Parishad,1_Primary,1,4
27031503801,Z.P. SCH. BORKHEDE KH.,Zilla Parishad,2_Primary with Upper Primary,1,7
27031503803,Z.P. SCH. DHULEPADA,Zilla Parishad,1_Primary,1,4
27031503804,Z.P. SCH. KALADOH,Zilla Parishad,1_Primary,1,4
27031503901,Z.P. SCH.  CHITODE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031504001,Z.P. BOYS SCH.  KATHORE,Zilla Parishad,1_Primary,1,4
27031504003,Z.P. SCH.  DONGARDE,Zilla Parishad,1_Primary,1,4
27031504006,Z.P. URDU SCH. DO. KATHORE,Zilla Parishad,1_Primary,1,4
27031504101,Z.P. SCH. KOLWAD,Zilla Parishad,1_Primary,1,4
27031504201,Z.P. SCH. PARSADE,Zilla Parishad,1_Primary,1,4
27031504301,Z.P. MAR. BOYS SCH.  SANGVI BK.,Zilla Parishad,1_Primary,1,4
27031504302,Z.P. GIRLS SCH. SANGAVI BK.,Zilla Parishad,1_Primary,1,4
27031504303,Z.P. URDU SCH. SANGAVI BK.,Zilla Parishad,2_Primary with Upper Primary,1,7
27031504401,GIRLS SCH. SATOD,Zilla Parishad,1_Primary,1,4
27031504501,Z.P. MARATHI SCH.  VADRI,Zilla Parishad,1_Primary,1,4
27031504504,Z.P. SCH. VADRI DHARAN,Zilla Parishad,1_Primary,1,4
27031504601,Z.P. PRIM.SCH ADGAON,Zilla Parishad,1_Primary,1,4
27031504603,Z.P.PRIM.SCH. MANAPURI,Zilla Parishad,1_Primary,1,4
27031504801,Z.P. SCH.CHUNCHALE,Zilla Parishad,1_Primary,1,4
27031504803,Z.P. SCH. GAYRAN,Zilla Parishad,2_Primary with Upper Primary,1,5
27031504901,Z.P. SCH. ICHKHEDE,Zilla Parishad,1_Primary,1,4
27031504902,Z.P. SCH. PAZAR TALAV,Zilla Parishad,1_Primary,1,4
27031504903,Z P CHIPKHEDA,Zilla Parishad,1_Primary,1,4
27031504904,Z .P.SCH.MATHAN,Zilla Parishad,1_Primary,1,4
27031504905,Z.P.SCH.SAKYADEV,Zilla Parishad,1_Primary,1,4
27031505001,Z.P. SCH.PRIM GIRADGAON,Zilla Parishad,1_Primary,1,4
27031505101,ZP. SCH. GADRYA,Zilla Parishad,1_Primary,1,4
27031505301,Z.P. GIRLS SCH. KINGAON BK.,Zilla Parishad,1_Primary,1,4
27031505302,Z.P. BOYS SCH.  KINGAON BK.,Zilla Parishad,1_Primary,1,4
27031505401,Z.P. URDU SCH. KINGAON KH.,Zilla Parishad,2_Primary with Upper Primary,1,7
27031505402,Z.P. PRI. SCH. KINGAON KH.,Zilla Parishad,1_Primary,1,4
27031505601,Z.P. SCH. MALOD,Zilla Parishad,2_Primary with Upper Primary,1,5
27031505603,Z.P. SCH. RUEKHEDA,Zilla Parishad,1_Primary,1,4
27031505604,Z.P. SCH. KHALKOT,Zilla Parishad,1_Primary,1,4
27031505701,Z.P. SCH. NAYGAON,Zilla Parishad,2_Primary with Upper Primary,1,7
27031505703,Z P SCHOOL NIMCHAV,Zilla Parishad,1_Primary,1,4
27031505803,Z.P. SCH. USMALI,Zilla Parishad,1_Primary,1,4
27031505902,Z.P. SCH. WAGHZIRA,Zilla Parishad,1_Primary,1,4
27031506001,Z.P. SCH. WAGHODA,Zilla Parishad,2_Primary with Upper Primary,1,5
27031506101,Z.P. SCH. BORKHEDE BK.,Zilla Parishad,1_Primary,1,4
27031506201,Z.P. SCH. HAMBARDI,Zilla Parishad,1_Primary,1,4
27031506301,Z.P. MAR. BOYS SCH. HINGONE,Zilla Parishad,1_Primary,1,4
27031506302,Z.P. MAR. GIRLS SCH. HINGONE,Zilla Parishad,1_Primary,1,4
27031506303,Z.P. URDU SCH. HINGONE,Zilla Parishad,3_Pr. With Up.Pr. & sec./H.Sec.,1,8
27031506305,Z.P. SCH. MORDHARAN,Zilla Parishad,1_Primary,1,4
27031506306,Z.P. SCH. VITAVE,Zilla Parishad,2_Primary with Upper Primary,1,5
27031506401,Z.P. MAR BOYS SCH. NHAVI,Zilla Parishad,1_Primary,1,4
27031506402,Z.P. MAR. GIRLS SCH. NHAVI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031506403,Z.P. URDU SCH NO1. NHAVI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031506410,Z P PRIM UDRU NO.2 NHAVI,Zilla Parishad,2_Primary with Upper Primary,1,7
27031506501,Z.P. SCH. AKLUD,Zilla Parishad,1_Primary,1,4
27031506601,Z.P. SCH. BHORTEK,Zilla Parishad,1_Primary,1,4
27031506701,Z.P. SCH. DUSKHEDA,Zilla Parishad,1_Primary,1,4
27031506801,Z.P. SCH.  KARANJI,Zilla Parishad,1_Primary,1,4
27031506901,Z.P. SCH. KATHORE P.SAWDA,Zilla Parishad,1_Primary,1,4
27031507001,Z.P. SCH. KASAVE,Zilla Parishad,1_Primary,1,4
27031507101,Z.P. SCH. KOSGAON,Zilla Parishad,1_Primary,1,4
27031507201,Z.P. MAR BOYS SCH. PADALSE,Zilla Parishad,1_Primary,1,4
27031507202,Z.P. MAR. GIRLS SCH. PADALSE,Zilla Parishad,1_Primary,1,4
27031507205,Z.P.URDU SCH.PADALSE,Zilla Parishad,2_Primary with Upper Primary,1,7
27031507301,Z.P. SCH. PILODE BK.,Zilla Parishad,1_Primary,1,4
27031507401,Z.P. SCH. RIDHORI,Zilla Parishad,1_Primary,1,4
27031507501,Z.P. SCH. VANOLI,Zilla Parishad,1_Primary,1,4
27031507601,Z.P.SCH. DAGADI,Zilla Parishad,1_Primary,1,4
27031507701,Z.P. SCH. MANVEL,Zilla Parishad,1_Primary,1,4
27031507801,Z.P. SCH. PILODE KH.,Zilla Parishad,1_Primary,1,4
27031507901,Z.P. BOYS SCH. SAKALI,Zilla Parishad,1_Primary,1,4
27031507902,Z.P. GIRLS SCH.  SAKALI,Zilla Parishad,1_Primary,1,4
27031507903,Z.P. URDU SCH. SAKALI,Zilla Parishad,1_Primary,1,4
27031508001,Z.P. SCH. SHIRSAD,Zilla Parishad,1_Primary,1,4
27031508101,Z.P. SCH. THORGAVHAN,Zilla Parishad,2_Primary with Upper Primary,1,5
27031508202,Z.P. GIRLS SCH. ATRAWAL,Zilla Parishad,1_Primary,1,4
27031508301,Z.P. SCH. VIRAWALI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031508401,Z.P. MAR BOYS SCH. NO.1,Zilla Parishad,1_Primary,1,4
27031508403,Z.P. URDU BOYS SCH. NO. 2,Zilla Parishad,1_Primary,1,4
27031508405,Z.P. URDU BOYS SCH. NO. 1,Zilla Parishad,2_Primary with Upper Primary,1,7
27031508406,Z.P. URDU GIRLS SCH. YAWAL,Zilla Parishad,1_Primary,1,4
27031508410,Z.P. GIRLS SCH. NO. 1 YAWAL,Zilla Parishad,1_Primary,1,4
27031508501,Z.P. SCH. LANGADA AAMBA,Zilla Parishad,1_Primary,1,4
27031508601,Z.P. SCH. DHUP GHAT,Zilla Parishad,1_Primary,1,4
27031602316,Z. P. VIDHYANIKETN,Zilla Parishad,5_Up. Primary with sec./H.sec,1,10
27031602323,Z.P.VIDYANIKETAN JNR COLLEG,Zilla Parishad,Higher Secondary,11,12
27030805204,Z P URDU SCH RINGANGAON,Zilla Parishad,1_Primary,1,4
27031207102,Z. P. URDU  SCH. NERI,Zilla Parishad,2_Primary with Upper Primary,1,5
27031209502,Z.P. URDU SCH JARGAON,Zilla Parishad,1_Primary,1,4
27031502705,Z.P. URDU SCH SAWKHEDE,Zilla Parishad,1_Primary,1,4
27031504505,Z.P. URDU SCH. VADRI,Zilla Parishad,1_Primary,1,4
